Title,Identifier,Creator,Description,Published,Link
سورة النساء,nhichem_gmail_4,Unknown creator,القرآن الكريم برواية ورش عن نافع الطبعة الجزائرية الخطاط محمد بن سعيد شريفي ورش عن نافع quran warche Algerian Edition سورة النساء,2019-01-01T00:00:00Z,https://archive.org/details/nhichem_gmail_4
RM1137_Kiw,RM1137_Kiw,Unknown creator,RM1137_Kiw,No date available,https://archive.org/details/RM1137_Kiw
RM_0116Yazma,RM_0116Yazma,Unknown creator,RM_0116Yazma,No date available,https://archive.org/details/RM_0116Yazma
RM_0758FeyzullahEf,RM_0758FeyzullahEf,Unknown creator,RM_0758FeyzullahEf,No date available,https://archive.org/details/RM_0758FeyzullahEf
RM_RAGIPPASA0515,RM_RAGIPPASA0515,Unknown creator,RM_RAGIPPASA0515,No date available,https://archive.org/details/RM_RAGIPPASA0515
RM_RAGIPPASA0517,RM_RAGIPPASA0517,Unknown creator,RM_RAGIPPASA0517,No date available,https://archive.org/details/RM_RAGIPPASA0517
Popular Poetry الشعر الشعبي الساخر في عصور المماليك تأليف محمد رجب النجار,PopularPoetry,Unknown creator,كتاب الشعر الشعبي الساخر في عصور المماليك  تأليف محمد رجب النجار,No date available,https://archive.org/details/PopularPoetry
المارشال رومل أعظم عبقرية عسكرية في العصر الحديث,ROOOOOOOOOOOOO,عمر أبو النصر,المارشال رومل أعظم عبقرية عسكرية في العصر الحديث في معارك شمالي افريقيا ضد الحلفاء، دروس في الفن العسكري و الاستراتيجية الحربية عمر أبو النصر الطبعة الثانية 1969م المحتويات قصة بطل الحرب في الصحراء: الحركات العسكرية الأولى على الحدود المصرية استراتيجية الحرب الإنجليزية في معركة الصحراء و أسباب الفوز و النجاح معارك الصحراء العبقرية العسكرية العظيمة عند رومل القائد البارع في المعركة وصف المعارك العنيفة في ليبيا الموقف في شمالي افريقيا بعد الهجوم   الألماني على روسيا الساعات المثيرة الحاسمة في معارك افريقيا رومل يهاجم من جديد الاستعداد لمعركة الدبابات التي فشل فيها ويفل عبقرية الزحف و الهجوم في معركة الصحراء رومل لا ينام و يبدأ هجوما جديدا الجولة الخارقة المبدعة رومل يسرع نحو النيل قبل المعركة الفاصلة امام العلمين: تفوق الانجليز بكل أنواع السلاح الساعات الأخيرة امام العلمين,1969-01-01T00:00:00Z,https://archive.org/details/ROOOOOOOOOOOOO
Reb3a_Massacre,R4BIA,Unknown creator,كتاب مجزرة رابعة بين الرواية والتوثيق,No date available,https://archive.org/details/R4BIA
Tahzibulislam تعليم العقائد,Tahzibulislamtahzibulislam,Unknown creator,tahzibulislam,No date available,https://archive.org/details/Tahzibulislamtahzibulislam
تجليات الذاتية في العمل الصحافي .سيريل لوميو,TajeeeadAlamel,Unknown creator,1,No date available,https://archive.org/details/TajeeeadAlamel
السعيد عبدلي، مجلة,n-14-dep-arab,السعيد عبدلي، مجلة,السعيد عبدلي، مجلة,2020-01-01T00:00:00Z,https://archive.org/details/n-14-dep-arab
N 248a,n-248a,Unknown creator,صحيفة النبأ العدد 248 الخميس 1 محرم 1442 هـ,No date available,https://archive.org/details/n-248a
N 279b,n-279b,Unknown creator,صحيفة النبأ العدد 279 الخميس 11 شعبان 1442 هـ,No date available,https://archive.org/details/n-279b
صحيفة النبأ العدد 90,naba90,Unknown creator,صحيفة #النبأ الأسبوعية #العدد90 الخميس 26 شوال 1438 للهجرة,No date available,https://archive.org/details/naba90
صحيفة النبأ العدد 90,naba90_201707,Unknown creator,صحيفة #النبأ الأسبوعية #العدد90 الخميس 26 شوال 1438 للهجرة,No date available,https://archive.org/details/naba90_201707
شعرية الغموض عند حازم القرطاجني- ميلود الهرموني,Poetics-of-obscurity,Ridaldu,شعرية الغموض عند حازم القرطاجني -ميلود الهرموني,No date available,https://archive.org/details/Poetics-of-obscurity
اعداد الاطروحة الجامعية الدكتور كمال اليازجي,mustafaisfc_gmail,Unknown creator,اعداد الاطروحة الجامعية ,No date available,https://archive.org/details/mustafaisfc_gmail
الأدلة على وجوب تغطية وجه المرأة,muhamad_afia_hotmail,محمد عافية,الأدلة على وجوب تغطية وجه المرأة,2016-04-20T00:00:00Z,https://archive.org/details/muhamad_afia_hotmail
تأثير الأقليات على الأستقرار النظم السياسية في الشرق الأوسط PDFOptim 1,PDFOptim1_20151222_1518,Unknown creator,656,No date available,https://archive.org/details/PDFOptim1_20151222_1518
مبادئ العلاقات الدولية ٢٠١٥ PDFOptim,PDFOptim_20151015_1714,Unknown creator,مبائ في العلاقات الدولية,No date available,https://archive.org/details/PDFOptim_20151015_1714
ماذا حدث داخل اروقة البيت الابيض في عهد بوش تاليف سكوت مكليلان PDFOptim,PDFOptim_20151016_0101,Unknown creator,4,No date available,https://archive.org/details/PDFOptim_20151016_0101
عالم بلا إسلام ماذا لو ... PDFOptim,PDFOptim_20151222_1527,Unknown creator,6556,No date available,https://archive.org/details/PDFOptim_20151222_1527
الاقتصاد التركي ( والابعاد المستقبلية للعلاقات العراقية التركية ) PDFOptim,PDFOptim_20151227,Unknown creator,767,No date available,https://archive.org/details/PDFOptim_20151227
السياسة الخارجية احمد نوري النعيمي PDFOptim,PDFOptim_20160106_1850,Unknown creator,565877858,No date available,https://archive.org/details/PDFOptim_20160106_1850
توجهات تركيا وإيران في الشرق الأوسط ( سياسات ومصالح ) PDFOptim,PDFOptim_20160114_1752,Unknown creator,4211111,No date available,https://archive.org/details/PDFOptim_20160114_1752
تركيا وإسرائيل وحصار غزة PDFOptim,PDFOptim_20160311_0117,Unknown creator,767,No date available,https://archive.org/details/PDFOptim_20160311_0117
السودان صراعات المصالح ورهانات المصير PDFOptim,PDFOptim_201703,Unknown creator,كتاب لفهم تاريخ السودان الحديث وصراعاته  المؤلف جون يونغ,No date available,https://archive.org/details/PDFOptim_201703
الاسلام و الحضارة 1,mourad_1,Unknown creator,فكر,No date available,https://archive.org/details/mourad_1
نماذج اسئلة لغتي الفترة الاولى,mrinrap_yahoo,Unknown creator,dsf,No date available,https://archive.org/details/mrinrap_yahoo
توحيد,To7eid,الشموخ-الفداء-as-ansar.com,الشموخ-الفداء-as-ansar.com,No date available,https://archive.org/details/To7eid
Pharaoh فرعون موسى من قوم موسى تأليف عاطف عزت,Pharaoh_201804,Unknown creator,كتاب فرعون موسى من قوم موسى  تأليف عاطف عزت,No date available,https://archive.org/details/Pharaoh_201804
النفايات - جون سكانلان,Philosophy00007,Unknown creator,النفايات - جون سكانلان هو كتاب امتزجت فيه لحمة الفلسفة وسدى الفن الحديث فنسجت حبكة متماسكة تروي قصة الوجود والعدم، والإنسان والخليقة، مفادها أن كل ما في الوجود مآله إلى القمامة! فالوجود مرهون بالفائدة، وكل شيء موجود مادام مفيداً، لكنه يتحول إلى نفايات حين تقطف ثماره وتخبو أنواره. لكن المادة التي تفنى في الظاهر، تعود إلى الوجود المرة تلو الأخرى في أشكال جديدة هي نتاج عملية تدوير تصنع الأشياء. وفي هذا السياق يقتبس المؤلف من فلسفة كانت وفتغنشتاين ولوك وكثيرين غيرهم، ويروي كيف تمكنت هذه الفلسفات من إنتاج مدارس فنية تنتمي إلى عصر ما بعد الحداثة وتعتمد على «ابتكار» أعمال فنية هي في الحقيقة تكوينات من النفايات. هذه الأفكار تتناول الحياة والوجود وتدعي أن النفايات، هي في واقع الأمر العدم الذي يهرب منه الشكل- أشياءُ غير متميزة يرسخها إقصاء صارم؛ البصمة القذرة لمخلوق يحافظ على وجوده رغم كل شيء. هذا كتاب يستحق اهتمام المثقف العربي الذي يؤْثر الدراسات الفلسفية المعمقة والاطلاع على قضايا فكرية ممتعة تبتعد عن السطح لتغوص إلى عمق الحياة الإنسانية .,No date available,https://archive.org/details/Philosophy00007
الفلسفة المادية وتفكيك الإنسان - عبدالوهاب المسيري,Philosophy00023,Unknown creator,الفلسفة المادية وتفكيك الإنسان - عبدالوهاب المسيري كتاب رائع ومهم جداً ومدهش في طرحه وأسلوبه.. من أجمل ما قرأت في الفلسفة ومن أكثرها موضوعية ودقة في شرح والتنبيه والنقد على الفلسفة المادية وعلاقتها بالوجود الإنساني وقيمها ومآلاتها وصداها على مرحلة مابعد الحداثة.المسيري - رحمة الله عليه - أنجز وأوجز في هذا الكتاب وتوغل في عمق المذاهب والفلسفات المادية الحديثة لا من حيث المضمون الفلسفي فقط، بل حتى من خلال النتائج المترتبة عليها والتي كانت واضحة المعالم في القرن المنصرم وتعرية كل الأفكار والمذاهب سواء التي تعلن إلحادها الصريح أو المتسترة بثوب العلمانية والتي تسير بالإنسان نحو طريق إعادة إنتاجه بشكل مستمر كوسلية، لا كقيمة وغائية ومكانة خاصة في هذا الوجود ..الكتاب عميق وتقيل ومكثف جدًا.. وفيه حاول المسيري رحمه الله نقد الفلسفة المادية من كل الأوجه الممكنة تقريبا ..,No date available,https://archive.org/details/Philosophy00023
تاج الهروس من جواهر القاموس - المرتضى الزبيدي,TaajArus,Yedali,"تاج الهروس من جواهر القاموس - المرتضى الزبيدي هو مرتضى الزبيدي بن محمد بن محمد بن محمد بن عبد الرزاق بن عبد الغفار بن تاج الدين بن حسين بن جمال الدين بن إبراهيم بن علاء الدين بن محمد بن أبي العز بن أبي الفرج بن محمد بن محمد بن محمد بن علي بن ناصر الدين بن إبراهيم بن القاسم بن محمد بن علي بن محمد بن عيسى بن علي بن زين العابدين بن الحسين السبط. وهو علامة بالحديث واللغة العربية والأنساب ومن كبار المصنفين في عصره، ولد عام 1145 هـ، الموافق عام 1732م، في بلجرام وهي بلدة بالهند ونشأ في زبيد باليمن، ورحل إلى الحجاز، وأقام بمصر. وتوفي بالطاعون في مصر، عام 1205 هـ، 1790م. خلف حوالي (107) عملا أدبيا، بين رسالة وكتاب. أهمها وأضخمها شرحه على القاموس المسمى بـتاج العروس، ومنها شرح كتاب إحياء علوم الدين للغزالي أملاه في (11) عاماً وفرغ منه سنة 1201هـ ولامه سلطان المغرب على تضييع وقته فيه، في رسالة ذكرها الجبرتي، وطبع في عشرة مجلدات ضخمة. ومنها رسالة سماها (قلنسوة التاج) في إجازة الشيخ محمد بن بدير المقدسي برواية تاج العروس. وكان الجبرتي من تلامذته، وكان يحبه حبا جما، وقال عنه في كتابه ""عجائب الآثار في التراجم والأخبار"" عند تأريخه لسنة 1205 هجرية: "" من مات في هذه السنة من الاعيان ومات شيخنا علم الاعلام والساحر اللاعب بالافهام الذي جاب في اللغة والحديث كل فج وخاض من العلم كل لج المذلل له سبل الكلام الشاهد له الورق والاقلام ذو المعرفة والمعروف وهو العلم الموصوف العمدة الفهامة والرحلة النسابة الفقيه المحدث اللغوي النحوي الاصولي الناظم الناثر الشيخ أبو الفيض السيد محمد بن محمد بن محمد بن عبد الرزاق الشهير بمرتضى الحسيني الزبيدي الحنفي هكذا ذكر عن نفسه ونسبه ولد سنة خمس واربعين ومائة والف كما سمعته من لفظه وروايته بخطه ونشا ببلاده وارتحل في طلب العلم وحج مرارًا واجتمع بالشيخ عبد الله السندي والشيخ عمر بن أحمد بن عقيل المكي وعبد الله السقاف والمسند محمد ابن علاء الدين المزجاجي وسليمان بن يحيى وابن الطيب واجتمع بالسيد عبد الرحمن العيدروس بمكة وبالشيخ عبد الله ميرغني الطائفي في سنة ثلاث وستين ونزل بالطائف بعد ذهابه إلى اليمن ورجوعه في سنة ست وستين فقرا على الشيخ عبد الله في الفقه وكثيرًا من مؤلفاته واجازه وقرا على الشيخ عبد الرحمن العيدروس مختصر السعد ولازمه ملازمة كلية والبسه الخرقة واجازه بمروياته ومسموعاته قال‏:‏ وهو الذي شوقني إلى دخول مصر بما وصفه لي من علمائها وامرائها وادبائها وما فيها من المشاهد الكرام فاشتاقت نفسي لرؤياها وحضرت مع الركب وكان الذي كان وقرا عليه طرفًا من الأحياء واجازه بمروياته ثم ورد إلى مصر في تاسع سفر سنة سبع وستين ومائة والف وسكن بخان الصاغة واول من عشره واخذ عنه السيد علي المقدسي الحنفي من علماء مصر وحضر دروس اشياخ الوقت كالشيخ أحمد الملوي والجوهري والحفني والبليدي والصعيدي والمدابغي وغيرهم وتلقى عنهم واجازوه وشهدوا بعلمه وفضله وجودة حفظه واعتنى بشانه اسمعيل كتخدا عزبان ووالاه بره حتى راج امره وترونق حاله واشتهر ذكره عند الخاص والعام ولبس الملابس الفاخرة وركب الخيول المسومة وسافر إلى الصعيد ثلاث مرات واجتمع باكابره واعيانه وعلمائه واكرمه شيخ العرب همام واسمعيل أبو عبد الله وابو علي وأولاده نصير وأولاد وافي وهادوه وبروه وكذلك ارتحل إلى الجهات البحرية مثل دمياط ورشيد والمنصورة وباقي البنادر العظيمة مرارًا حين كانت مزينة باهلها عامرة باكابرها واكرمه الجميع واجتمع باكابر النواحي وارباب العلم والسلوك وتلقى عنهم واجازوه واجازهم وصنف عدة رحلات في انتقالاته في البلاد القبلية والبحرية تحتوي على لطائف ومحاورات ومدائح نظمًا نثرًا لو جمعت كانت مجلدًا ضخمًا وكناه السيد أبو الانوار بن وفا بابي الفيض وذلك يوم الثلاثاء سابع عشر شعبان سنة اثنتين وثمانين ومائة والف وذلك برحاب ساداتنا بني الوفا يوم زيارة المولد المعتاد ثم تزوج وسكن بعطفة الغسال مع بقاء سكنه بوكالة الصاغة وشرع في شرح القاموس حتى اتمه في عدة سنين في نحو اربعة عشر مجلدًا وسماه تاج العروس ولما اكمله اولم وليمة حافلة جمع فيها طلاب العلم واشياخ الوقت بغيط المعدية وذلك في سنة إحدى وثمانين ومائة والف واطلعهم عليه واغتبطوا به وشهدوا بفضله وسعة اطلاعه ورسوخه في علم اللغة وكتبوا عليه تقاريظهم نثرًا ونظمًا فمن قرظ عليه شيخ الكل في عصره الشيخ علي الصعيدي والشيخ أحمد الدردير والسيد عبد الرحمن العيدروس والشيخ محمد الأمير والشيخ حسن الجداوي والشيخ أحمد البيلي والشيخ عطية الاجهوري والشيخ عيسى البراوي والشيخ محمد الزيات والشيخ محمد عبادة والشيخ محمد العوفي والشيخ حسن الهواري والشيخ أبو الانوار السادات والشيخ علي القناوي والشيخ علي خرائط والشيخ عبد القادر بن خليل المدني والشيخ محمد المكي والسيد علي القدسي والشيخ عبد الرحمن مفتي جرجا والشيخ علي الشاوري والشيخ محمد الخربتاوي والشيخ عبد الرحمن المقري والشيخ محمد سعيد البغدادي الشهير بالسويدي وهو اخر من قرظ عليه وكنت إذ ذاك حاضرًا وكتبه نظمًا ارتجالًا وذلك في منتصف جمادى الثانية سنة اربعة وتسعين ومائة والف‏."" من مؤلفاته: * لقط اللآليء المتناثرة في الأحاديث المتواترة. * تاج العروس من جواهر القاموس. * أسانيد الكتب الستة. * إتحاف السادة المتقين. * عقود الجواهر الحنيفة في أدلة مذهب أبي حنيفة. * كشف اللثام عن آداب الإيمان والإسلام. * رفع الشكوى وترويح القلوب في ذكر ملوك بني أيوب. * معجم شيوخه. * ألفية السند، وهو كتاب في علم الحديث النبوي يحوي ألف وخمس مائة بيت شعر وشرحها. * مختصر العين، وهو مختصر كتاب العين المنسوب للخليل بن أحمد الفراهيدي. * التكملة والصلة والذيل للقاموس، وهو في مجلدين ضخمين. * إيضاح المدارك بالإفصاح عن العواتك، وهو رسالة تتحدث عن أمهات النبي صلى الله عليه وآله وسلم، كل واحدة تسمى عاتكة، وقد حققه الباحث مساعد بن سالم العبد الجادر الأنصاري. * العروس المجلية في الحديث المسلسل بالأولية. (تجده ضمن هذه المجموعة) - (للتحميل) * عقد الجمان في بيان شعب الإيمان. * تحفة القماعيل في مدح شيخ العرب إسماعيل. * تحقيق الوسائل لمعرفة المكاتبات والرسائل. * جذوة الأقتباس في نسب بني العباس. * حكمة الإشراق إلى كتاب الآفاق. * لحن العوام. * الروض المعطار في نسب آل جعفر الطيار. * مزيل نقاب الخفاء عن كنى سادتنا بني الوفاء. * بلغة الغريب في مصطلح آثار الحبيب. * تنبيه العارف البصير على أسرار الحزب الكبير. * سفينة النجاة المحتوية على بضاعة مزجاة من الفوائد المنتقاة. * غاية الابتهاج لمقتفي أسانيد مسلم بن الحجاج. * نشوة الأرتياح في بيان حقيقة الميسر والقداح. * معجم التكملة والذيل والصلة لما فات صاحب القاموس من اللغة. التعليق: نجد في قائمة مؤلفات مرتضى الزبيدي كتابين وهما ليسا من مؤلفات الزبيدي : أحدهما ""مختصرالعين"". وآخرهما: ""لحن العوام""، فكلاهما من مؤلفات أبي بكر الزبيدي الذي عاش ما بين: 316-379هـ، وأما مرتضى الزبيدي فهو من القرن الثامن عشر الميلادي/ الثاني عشر الهجري، فعلى قراء هذه الصفحة في ويكيبيديا أن يكونوا على حذر من ذلك. وهذا الخطأ لايوجد فحسب في ويكيبيديا بل قد أدمج الدكتور رضوان علي الندوي مختصر العين في مؤلفات مرتضى الزبيدي بدل أبي بكر الزبيدي في كتابه: اللغة العربية وآدابها في شبه القارة الهندية الباكستانية.(كتب هذا التعليق:د/قمرشعبان الندوي، أثناء دراسته لمعجمية الزبيدي بجامعة جواهرلال نهرو، نيو دلهي بالهند) المصادر: 1 - كتاب ""عجائب الآثار في التراجم والأخبار"" للجبرتي. ----------------- تاج العروس من جواهر القاموس: تَاج العَرُوس من جَوَاهِر القَامُوس أو تَاج العَرُوس معجم عربي - عربي، ألفه العلامة المرتضى الزبيدي، شرحا لمعجم القاموس المحيط الذي كتبه الفيروزآبادي، وتصفه مكتبة الوراق على شبكة الإنترنيت عند تقديمها له بأنه ""أضخم معاجم اللغة العربية، قديمها وحديثها. شُرع في طباعته عام 1965م، وتم طباعة المجلد (21) منه سنة 1984م وفي مقدمته تعريف بما هو تحت الطبع منه، وجميعه (35) مجلداً. حقق مصطفى حجازي ثلاثة منه، وشارك في ستة. وقد أصدرت دار إحياء التراث العربي ببيروت نشرة منه، وعلى كل مجلداته خطأ مطبعي مطرد، وهو أن الكتاب (تحقيق إبراهيم الترزي) وليس بصحيح، وإنما هو محقق الجزء العاشر منه فقط."" ويقول عنه المستشرقون بأنه آخر المد اللغوي في المعاجم العربية، وبعده توقفوا في هذا المجال. وهو معجم يأخذ بآواخر الكلمات، أي يأخذ بالحرف الأخير من مصدر الكلمة ثم الحرف الأول ثم الثاني، وهو نفس الترتيب الذي ورد في القاموس المحيط. ويحكي لنا الجبرتي لمحة من خروج ذلك العمل الفذ إلى النور، فيقول: ""وشرع في شرح القاموس حتى اتمه في عدة سنين في نحو اربعة عشر مجلدًا وسماه تاج العروس، ولما أكمله أولم وليمة حافلة جمع فيها طلاب العلم وشيوخ الوقت بغيط المعدية، وذلك في سنة إحدى وثمانين ومائة والف، وأطلعهم عليه وأغتبطوا به وشهدوا بفضله وسعة إطلاعه ورسوخه في علم اللغة، وكتبوا عليه تقاريظهم نثرًا ونظمًا فمن قرظ عليه شيخ الكل في عصره الشيخ علي الصعيدي، والشيخ أحمد الدردير والسيد عبد الرحمن العيدروس والشيخ محمد الأمير والشيخ حسن الجداوي، والشيخ أحمد البيلي والشيخ عطية الاجهوري والشيخ عيسى البراوي والشيخ محمد الزيات، والشيخ محمد عبادة والشيخ محمد العوفي والشيخ حسن الهواري والشيخ أبو الانوار السادات، والشيخ علي القناوي والشيخ علي خرائط والشيخ عبد القادر بن خليل المدني والشيخ محمد المكي، والسيد علي القدسي والشيخ عبد الرحمن مفتي جرجا والشيخ علي الشاوري والشيخ محمد الخربتاوي، والشيخ عبد الرحمن المقري والشيخ محمد سعيد البغدادي الشهير بالسويدي وهو اخر من قرظ عليه، وكنت إذ ذاك حاضرًا وكتبه نظمًا ارتجالًا وذلك في منتصف جمادى الثانية سنة اربعة وتسعين ومائة والف‏.‏ ولما انشا محمد بك أبو الذهب جامعه المعروف به بالقرب من الازهر وعمل فيه خزانة للكتب واشترى جملة من الكتب ووضعها بها انهوا اليه شرح القاموس هذا وعرفوه انه إذا وضع بالخزانة كمل نظامها، وأنفردت بذلك دون غيرها ورغبوه في ذلك فطلبه وعوضه عنه مائة الف درهم فضة ووضعه فيها"". عدد جذور المعجم: الثلاثي 7597الرباعي 4081الخماسي 300المجموع 11978 وهو بهذا ثاني أكبر المعاجم العربية ------------- مراجع: 1 - الجبرتي: ""عجائب الآثار في التراجم والأخبار"".",No date available,https://archive.org/details/TaajArus
طبقات المكثرين من رواية الحديث,TabakatMukthirin,Yedali,طبقات المكثرين من رواية الحديث تأليف عادل بن عبد الشكور الزرقي,No date available,https://archive.org/details/TabakatMukthirin
الطبقات الكبرى - الجزء الثاني - 2,Tabaqat0202,محمد بن سعد,كتاب التحرير الطبقات الكبرى محمد بن سعد كاتب الواقدي أول تاريخ قومي للعرب الجزء الثاني 2,No date available,https://archive.org/details/Tabaqat0202
الطبقات الكبرى - الجزء الثالث - 4,Tabaqat0304,محمد بن سعد,كتاب التحرير الطبقات الكبرى محمد بن سعد كاتب الواقدي أول تاريخ قومي للعرب الجزء الثالث 4,No date available,https://archive.org/details/Tabaqat0304
الطبقات الكبرى - الجزء الثالث - 10,Tabaqat0310,محمد بن سعد,كتاب التحرير الطبقات الكبرى محمد بن سعد كاتب الواقدي أول تاريخ قومي للعرب الجزء الثالث 10,No date available,https://archive.org/details/Tabaqat0310
Tabeer Arabi Saud Arabiforall.com Mostava ( 1),TabeerArabiSaudArabiforall.comMostava1,Unknown creator,عربی برای همه  آموزش مکالمه عربی آموزش مکالمه عربی فصیح و لهجه های عامیانه عربی، آموزش مجازی مکالمه عربی برای طلاب و دانشجویان و همه علاقمندان به عربی، آموزش صرف و نحو,No date available,https://archive.org/details/TabeerArabiSaudArabiforall.comMostava1
تبصير النساء بصور ونواقض الحياء,TabsirAlnisaa,Unknown creator,"""رسـالـة في تبيان مفهوم الحياء وصوره ونواقضه في الواقع والمواقع، وضـوابـط دخـول الاخـوات إلى مـواقـع التـواصـل""",No date available,https://archive.org/details/TabsirAlnisaa
Tad 3m Walm 3na,Tad3mWalm3na,Unknown creator,التعظيم و المنة في أن أبوي الرسول صلى الله عليه و على آله و صحبه و سلم للحافظ جلآل الدين السيوطي ت ٩١١,2013-01-01T00:00:00Z,https://archive.org/details/Tad3mWalm3na
تحريم التدخين,Tadk5en1,Unknown creator,تحريم التدخين,2014-01-01T00:00:00Z,https://archive.org/details/Tadk5en1
Tafseer Al-Tahrir wa'Tanweer,TafseerAl-tahrirWaTanweer,Unknown creator,ـ[التحرير والتنوير «تحرير المعنى السديد وتنوير العقل الجديد من تفسير الكتاب المجيد» ]ـ المؤلف: محمد الطاهر بن محمد بن محمد الطاهر بن عاشور التونسي (المتوفى: 1393هـ) الناشر: الدار التونسية للنشر - تونس سنة النشر: 1984 هـ,No date available,https://archive.org/details/TafseerAl-tahrirWaTanweer
The Tafseer of Al Imam Al Matureedi,TafseerAlImamAlMatureedi,Abdur Rahman As Sondalaani,"This is the complete 10 volume explanation of the Quran by Al Imam Abu Mansoor Al Matureedi (died 333 AH) who, along with Al Imam Abul Hasan Al Ash'ari, is the greatest Imam of Ahlus Sunnah wal Jamaa'ah in speculative theology. These 10 volumes were originally uploaded by Hammaad Muhammad Ash Shinqeeti, may Allah reward him. http://www.aslein.net/showthread.php?t=12937 Alhamdulillah, Who has preseved this treasure for the benefit of the Ummah of Sayyidinaa Muhammad SallAllahu 'alaihi wa sallam.",No date available,https://archive.org/details/TafseerAlImamAlMatureedi
Tafseere Nishaapuri (Arebic),Tafseere-Nishaapuri-Arebic,Unknown creator,Tafseere Nishaapuri,No date available,https://archive.org/details/Tafseere-Nishaapuri-Arebic
